run_id,provider,level,file_type,file_size,repetition,is_warmup,input_bytes,output_bytes,compression_ratio,wall_time_s,energy_joules,energy_per_mb,rapl_overflow
507,gzip,fast,pdf,large,8,False,640849579,523533287,0.8169,18.834329,153.7865,0.2516,False
508,zstd,default,pdf,small,8,False,12769358,10250835,0.8028,0.644964,1.3063,0.1073,False
509,gzip,default,pdf,medium,8,False,128005509,104237376,0.8143,5.075022,37.7753,0.3094,False
510,7zip,default,image,large,8,False,524305254,230374423,0.4394,19.453874,348.6217,0.6972,False
511,7zip,fast,text,small,8,False,10485805,1927433,0.1838,0.66359,1.8405,0.184,False
512,7zip,default,csv,medium,8,False,104857653,16377621,0.1562,20.845019,196.8902,1.9689,False
513,7zip,default,image,small,8,False,10487014,7047313,0.672,1.833597,12.4579,1.2456,False
514,gzip,fast,text,small,8,False,10485805,2648092,0.2525,0.693093,1.3524,0.1352,False
515,zstd,fast,image,medium,8,False,104855286,97381960,0.9287,0.8486,3.4371,0.0344,False
516,zstd,fast,pdf,large,8,False,640849579,525249837,0.8196,2.843496,22.4664,0.0368,False
517,gzip,default,image,large,8,False,524305254,377312321,0.7196,20.459538,166.6338,0.3333,False
518,gzip,fast,image,medium,8,False,104855286,77544599,0.7395,4.073414,29.411,0.2941,False
519,gzip,fast,image,small,8,False,10487014,8386057,0.7997,0.866267,3.1751,0.3175,False
520,7zip,fast,image,medium,8,False,104855286,61003461,0.5818,2.422175,35.9857,0.3599,False
521,7zip,default,text,medium,8,False,104857627,14248280,0.1359,24.437887,233.3225,2.3332,False
522,zstd,fast,image,small,8,False,10487014,9750364,0.9298,0.665508,1.04,0.104,False
523,gzip,default,text,large,8,False,524288030,96769579,0.1846,17.871768,144.5644,0.2891,False
524,7zip,fast,text,medium,8,False,104857627,19275745,0.1838,1.230041,14.0297,0.1403,False
525,gzip,fast,csv,medium,8,False,104857653,26325008,0.2511,1.642115,10.0385,0.1004,False
526,gzip,default,csv,small,8,False,10485765,2408844,0.2297,0.886128,3.2001,0.32,False
527,7zip,default,image,medium,8,False,104855286,55792680,0.5321,9.63927,102.2222,1.0222,False
528,7zip,default,csv,large,8,False,524288001,81280338,0.155,31.642148,504.3809,1.0088,False
529,gzip,fast,pdf,small,8,False,12769358,10513741,0.8234,0.900509,3.2376,0.2659,False
530,gzip,fast,pdf,medium,8,False,128005509,104689165,0.8178,4.259082,31.3899,0.2571,False
531,zstd,default,pdf,large,8,False,640849579,509990233,0.7958,5.472938,46.6029,0.0763,False
532,7zip,default,pdf,large,8,False,640849579,451987513,0.7053,30.685542,476.5721,0.7798,False
533,gzip,fast,csv,large,8,False,524288001,129999687,0.248,6.474258,49.4556,0.0989,False
534,gzip,default,pdf,large,8,False,640849579,521279551,0.8134,22.490416,184.367,0.3017,False
535,zstd,default,image,large,8,False,524305254,455072678,0.868,5.987564,50.9196,0.1018,False
536,7zip,fast,image,large,8,False,524305254,279173760,0.5325,9.644842,172.28,0.3445,False
537,zstd,default,image,medium,8,False,104855286,92184716,0.8792,1.626359,10.7064,0.1071,False
538,zstd,default,image,small,8,False,10487014,9659926,0.9211,0.667461,1.4864,0.1486,False
539,zstd,default,pdf,medium,8,False,128005509,102008755,0.7969,1.469441,9.4043,0.077,False
540,zstd,fast,image,large,8,False,524305254,486657296,0.9282,2.278319,17.3131,0.0346,False
541,7zip,default,pdf,small,8,False,12769358,9364459,0.7334,1.829792,13.6919,1.1243,False
542,7zip,fast,pdf,large,8,False,640849579,499474728,0.7794,11.443473,206.5201,0.3379,False
543,zstd,fast,pdf,medium,8,False,128005509,105000485,0.8203,1.037354,4.9908,0.0409,False
544,zstd,default,text,large,8,False,524288030,109554649,0.209,3.039464,23.2151,0.0464,False
545,zstd,fast,text,medium,8,False,104857627,22100237,0.2108,0.824337,3.5568,0.0356,False
546,gzip,default,image,small,8,False,10487014,9233395,0.8805,1.036397,4.5306,0.453,False
547,gzip,fast,text,medium,8,False,104857627,26469188,0.2524,1.610291,9.9555,0.0996,False
548,zstd,default,csv,large,8,False,524288001,110782340,0.2113,3.429466,26.3132,0.0526,False
549,zstd,fast,csv,small,8,False,10485765,2235879,0.2132,0.630884,0.9181,0.0918,False
550,zstd,fast,csv,large,8,False,524288001,101930759,0.1944,2.065996,14.8675,0.0297,False
551,gzip,default,text,medium,8,False,104857627,19352518,0.1846,4.040871,29.4868,0.2949,False
552,zstd,fast,text,small,8,False,10485805,2211221,0.2109,0.621794,0.8798,0.088,False
553,gzip,default,csv,medium,8,False,104857653,23459397,0.2237,4.233052,30.7173,0.3072,False
554,7zip,default,text,large,8,False,524288030,71234263,0.1359,36.051038,624.1737,1.2483,False
555,zstd,default,csv,medium,8,False,104857653,22477640,0.2144,1.031865,5.3824,0.0538,False
556,gzip,default,text,small,8,False,10485805,1936758,0.1847,0.813836,3.0959,0.3096,False
557,zstd,fast,csv,medium,8,False,104857653,21438455,0.2045,0.877069,3.4266,0.0343,False
558,7zip,fast,csv,small,8,False,10485765,2183261,0.2082,0.675795,1.8506,0.1851,False
559,zstd,default,text,small,8,False,10485805,2193734,0.2092,0.676214,1.1281,0.1128,False
560,gzip,fast,image,large,8,False,524305254,377441426,0.7199,17.436423,141.8369,0.2837,False
561,zstd,default,text,medium,8,False,104857627,21909457,0.2089,1.064437,5.345,0.0534,False
562,7zip,default,csv,small,8,False,10485765,1693182,0.1615,3.44701,26.2726,2.6273,False
563,7zip,fast,csv,medium,8,False,104857653,21544093,0.2055,1.23291,13.4314,0.1343,False
564,gzip,fast,text,large,8,False,524288030,132357494,0.2525,6.484568,49.2942,0.0986,False
565,zstd,default,csv,small,8,False,10485765,2299741,0.2193,0.657862,1.0314,0.1031,False
566,7zip,fast,csv,large,8,False,524288001,106283588,0.2027,3.860954,63.6115,0.1272,False
567,7zip,fast,text,large,8,False,524288030,96386606,0.1838,4.070948,68.1227,0.1362,False
568,gzip,fast,csv,small,8,False,10485765,2678881,0.2555,0.638369,1.2672,0.1267,False
569,7zip,fast,pdf,medium,8,False,128005509,99880525,0.7803,2.824179,41.7943,0.3424,False
570,gzip,default,image,medium,8,False,104855286,84865059,0.8094,5.034257,37.6787,0.3768,False
571,7zip,default,text,small,8,False,10485805,1428321,0.1362,3.641235,27.9328,2.7933,False
572,7zip,fast,image,small,8,False,10487014,7221096,0.6886,0.882877,4.681,0.468,False
573,7zip,fast,pdf,small,8,False,12769358,10075469,0.789,0.870669,4.6981,0.3858,False
574,zstd,fast,text,large,8,False,524288030,110516839,0.2108,2.475557,17.3483,0.0347,False
575,7zip,default,pdf,medium,8,False,128005509,90608210,0.7078,10.631962,117.0733,0.959,False
576,gzip,default,csv,large,8,False,524288001,115321798,0.22,18.429177,149.1237,0.2982,False
577,gzip,default,csv,medium,9,False,104857653,23459397,0.2237,4.22264,31.7051,0.3171,False
578,7zip,fast,text,small,9,False,10485805,1927433,0.1838,0.668119,1.8742,0.1874,False
579,gzip,default,image,medium,9,False,104855286,84865059,0.8094,5.031818,37.745,0.3775,False
580,7zip,fast,pdf,large,9,False,640849579,499474728,0.7794,11.482798,204.8367,0.3352,False
581,gzip,fast,csv,medium,9,False,104857653,26325008,0.2511,1.609062,9.9354,0.0994,False
582,zstd,default,image,medium,9,False,104855286,92184716,0.8792,1.668276,10.7319,0.1073,False
583,gzip,default,pdf,small,9,False,12769358,10474941,0.8203,1.020044,4.4536,0.3657,False
584,zstd,default,image,small,9,False,10487014,9659926,0.9211,0.663058,1.1779,0.1178,False
585,7zip,default,image,small,9,False,10487014,7047313,0.672,1.852254,12.3488,1.2347,False
586,7zip,fast,image,large,9,False,524305254,279173760,0.5325,9.650387,170.9891,0.342,False
587,zstd,fast,text,large,9,False,524288030,110516839,0.2108,2.412076,17.5534,0.0351,False
588,zstd,fast,pdf,small,9,False,12769358,10512436,0.8233,0.636326,1.0128,0.0832,False
589,7zip,fast,image,small,9,False,10487014,7221096,0.6886,0.829733,4.6352,0.4635,False
590,zstd,default,text,small,9,False,10485805,2193734,0.2092,0.628479,0.9592,0.0959,False
591,zstd,fast,text,medium,9,False,104857627,22100237,0.2108,0.872975,3.516,0.0352,False
592,7zip,default,image,large,9,False,524305254,230374423,0.4394,19.473771,348.4902,0.697,False
593,zstd,fast,image,medium,9,False,104855286,97381960,0.9287,0.857954,3.519,0.0352,False
594,gzip,default,image,small,9,False,10487014,9233395,0.8805,1.041128,4.5175,0.4517,False
595,gzip,default,pdf,medium,9,False,128005509,104237376,0.8143,5.030301,37.729,0.3091,False
596,gzip,fast,csv,small,9,False,10485765,2678881,0.2555,0.656052,1.25,0.125,False
597,7zip,default,pdf,medium,9,False,128005509,90608210,0.7078,10.856801,118.5275,0.9709,False
598,gzip,fast,image,large,9,False,524305254,377441426,0.7199,17.432933,141.7967,0.2836,False
599,7zip,default,pdf,small,9,False,12769358,9364459,0.7334,1.868321,13.5078,1.1092,False
600,zstd,default,text,medium,9,False,104857627,21909457,0.2089,1.037,5.1165,0.0512,False
601,gzip,default,text,medium,9,False,104857627,19352518,0.1846,4.051161,29.6038,0.296,False
602,7zip,default,pdf,large,9,False,640849579,451987513,0.7053,30.747289,474.8829,0.777,False
603,7zip,default,csv,small,9,False,10485765,1693182,0.1615,3.459811,26.6597,2.666,False
604,7zip,fast,text,large,9,False,524288030,96386606,0.1838,4.062027,68.0151,0.136,False
605,7zip,default,image,medium,9,False,104855286,55792680,0.5321,9.624549,102.205,1.0221,False
606,gzip,default,text,large,9,False,524288030,96769579,0.1846,17.864609,144.9731,0.2899,False
607,zstd,default,csv,large,9,False,524288001,110782340,0.2113,3.274965,25.0934,0.0502,False
608,7zip,fast,csv,small,9,False,10485765,2183261,0.2082,0.648573,2.0431,0.2043,False
609,zstd,default,text,large,9,False,524288030,109554649,0.209,3.027045,23.3343,0.0467,False
610,gzip,fast,image,medium,9,False,104855286,77544599,0.7395,4.026075,29.3755,0.2938,False
611,gzip,default,csv,small,9,False,10485765,2408844,0.2297,0.84256,3.1931,0.3193,False
612,7zip,fast,csv,medium,9,False,104857653,21544093,0.2055,1.246925,13.4749,0.1347,False
613,7zip,fast,pdf,small,9,False,12769358,10075469,0.789,0.837834,4.7856,0.393,False
614,zstd,default,pdf,large,9,False,640849579,509990233,0.7958,5.602133,46.9088,0.0768,False
615,7zip,fast,pdf,medium,9,False,128005509,99880525,0.7803,2.825453,41.7271,0.3418,False
616,zstd,fast,csv,large,9,False,524288001,101930759,0.1944,2.047961,14.6093,0.0292,False
617,gzip,fast,pdf,small,9,False,12769358,10513741,0.8234,0.836693,3.2129,0.2638,False
618,gzip,fast,text,large,9,False,524288030,132357494,0.2525,6.430209,49.2305,0.0985,False
619,gzip,fast,image,small,9,False,10487014,8386057,0.7997,0.850484,3.0645,0.3064,False
620,zstd,default,csv,medium,9,False,104857653,22477640,0.2144,1.001761,5.3434,0.0534,False
621,gzip,default,pdf,large,9,False,640849579,521279551,0.8134,22.437332,183.6226,0.3004,False
622,zstd,fast,image,small,9,False,10487014,9750364,0.9298,0.682463,0.9545,0.0954,False
623,7zip,default,text,large,9,False,524288030,71234263,0.1359,36.092151,622.8349,1.2457,False
624,zstd,fast,csv,medium,9,False,104857653,21438455,0.2045,0.855354,3.2822,0.0328,False
625,zstd,default,pdf,small,9,False,12769358,10250835,0.8028,0.631227,1.2442,0.1022,False
626,zstd,fast,image,large,9,False,524305254,486657296,0.9282,2.242775,16.696,0.0334,False
627,7zip,default,text,small,9,False,10485805,1428321,0.1362,3.62048,27.9307,2.7931,False
628,gzip,default,text,small,9,False,10485805,1936758,0.1847,0.819636,3.0741,0.3074,False
629,zstd,fast,pdf,medium,9,False,128005509,105000485,0.8203,1.022571,4.8677,0.0399,False
630,zstd,default,pdf,medium,9,False,128005509,102008755,0.7969,1.44197,9.2247,0.0756,False
631,zstd,fast,pdf,large,9,False,640849579,525249837,0.8196,2.834639,22.4394,0.0367,False
632,zstd,default,csv,small,9,False,10485765,2299741,0.2193,0.623147,1.0212,0.1021,False
633,zstd,default,image,large,9,False,524305254,455072678,0.868,6.26391,51.2968,0.1026,False
634,7zip,fast,text,medium,9,False,104857627,19275745,0.1838,1.234322,14.1989,0.142,False
635,gzip,default,csv,large,9,False,524288001,115321798,0.22,18.40738,148.9459,0.2979,False
636,gzip,fast,text,medium,9,False,104857627,26469188,0.2524,1.64006,9.9701,0.0997,False
637,7zip,default,text,medium,9,False,104857627,14248280,0.1359,24.285991,229.4403,2.2944,False
638,gzip,fast,pdf,large,9,False,640849579,523533287,0.8169,19.079907,155.3802,0.2542,False
639,zstd,fast,csv,small,9,False,10485765,2235879,0.2132,0.648679,0.8731,0.0873,False
640,gzip,fast,pdf,medium,9,False,128005509,104689165,0.8178,4.255332,31.5868,0.2587,False
641,7zip,default,csv,large,9,False,524288001,81280338,0.155,31.629895,501.9353,1.0039,False
642,7zip,fast,image,medium,9,False,104855286,61003461,0.5818,2.433105,36.1789,0.3618,False
643,7zip,fast,csv,large,9,False,524288001,106283588,0.2027,3.852626,63.9755,0.128,False
644,gzip,fast,text,small,9,False,10485805,2648092,0.2525,0.620856,1.2395,0.1239,False
645,7zip,default,csv,medium,9,False,104857653,16377621,0.1562,20.910735,196.8444,1.9684,False
646,zstd,fast,text,small,9,False,10485805,2211221,0.2109,0.672699,0.9296,0.093,False
647,gzip,default,image,large,9,False,524305254,377312321,0.7196,20.474938,167.3088,0.3346,False
648,gzip,fast,csv,large,9,False,524288001,129999687,0.248,6.434545,49.2016,0.0984,False
649,gzip,default,csv,large,10,False,524288001,115321798,0.22,18.441824,149.6454,0.2993,False
650,7zip,default,csv,medium,10,False,104857653,16377621,0.1562,21.247693,198.9924,1.9899,False
651,zstd,default,csv,large,10,False,524288001,110782340,0.2113,3.223554,25.3203,0.0506,False
652,gzip,fast,image,small,10,False,10487014,8386057,0.7997,0.838026,3.1488,0.3148,False
653,zstd,fast,pdf,medium,10,False,128005509,105000485,0.8203,1.059378,5.1953,0.0426,False
654,zstd,fast,text,small,10,False,10485805,2211221,0.2109,0.624558,0.8808,0.0881,False
655,7zip,default,pdf,large,10,False,640849579,451987513,0.7053,30.68424,474.1805,0.7759,False
656,zstd,default,image,small,10,False,10487014,9659926,0.9211,0.676956,1.2713,0.1271,False
657,gzip,default,text,small,10,False,10485805,1936758,0.1847,0.820747,3.0617,0.3062,False
658,gzip,fast,pdf,medium,10,False,128005509,104689165,0.8178,4.225051,31.7226,0.2599,False
659,7zip,fast,image,small,10,False,10487014,7221096,0.6886,0.845213,4.4652,0.4465,False
660,7zip,default,pdf,medium,10,False,128005509,90608210,0.7078,10.6409,118.0305,0.9669,False
661,7zip,fast,image,large,10,False,524305254,279173760,0.5325,9.664651,171.2257,0.3424,False
662,zstd,default,pdf,medium,10,False,128005509,102008755,0.7969,1.41885,9.2375,0.0757,False
663,zstd,fast,pdf,large,10,False,640849579,525249837,0.8196,2.831566,22.5209,0.0368,False
664,zstd,default,csv,small,10,False,10485765,2299741,0.2193,0.666666,1.0192,0.1019,False
665,zstd,default,text,large,10,False,524288030,109554649,0.209,3.08105,22.6382,0.0453,False
666,zstd,fast,csv,small,10,False,10485765,2235879,0.2132,0.663162,1.0417,0.1042,False
667,zstd,fast,text,large,10,False,524288030,110516839,0.2108,2.475893,17.577,0.0352,False
668,zstd,default,text,medium,10,False,104857627,21909457,0.2089,1.039997,5.1158,0.0512,False
669,zstd,fast,image,medium,10,False,104855286,97381960,0.9287,0.844699,3.5507,0.0355,False
670,zstd,default,pdf,small,10,False,12769358,10250835,0.8028,0.634298,1.2642,0.1038,False
671,7zip,default,image,medium,10,False,104855286,55792680,0.5321,9.439345,100.0467,1.0005,False
672,gzip,fast,pdf,small,10,False,12769358,10513741,0.8234,0.825961,3.1514,0.2588,False
673,7zip,fast,text,medium,10,False,104857627,19275745,0.1838,1.27424,14.1729,0.1417,False
674,gzip,fast,text,medium,10,False,104857627,26469188,0.2524,1.650238,9.987,0.0999,False
675,zstd,fast,text,medium,10,False,104857627,22100237,0.2108,0.826455,3.5197,0.0352,False
676,gzip,default,pdf,small,10,False,12769358,10474941,0.8203,1.037564,4.4737,0.3674,False
677,7zip,default,text,small,10,False,10485805,1428321,0.1362,3.623844,28.3854,2.8385,False
678,gzip,default,csv,medium,10,False,104857653,23459397,0.2237,4.242261,30.8602,0.3086,False
679,gzip,fast,csv,large,10,False,524288001,129999687,0.248,6.442347,49.0102,0.098,False
680,zstd,default,pdf,large,10,False,640849579,509990233,0.7958,5.657187,46.5056,0.0761,False
681,zstd,default,text,small,10,False,10485805,2193734,0.2092,0.647877,1.0725,0.1072,False
682,gzip,fast,text,large,10,False,524288030,132357494,0.2525,6.448361,48.9205,0.0978,False
683,7zip,default,text,large,10,False,524288030,71234263,0.1359,36.05216,620.411,1.2408,False
684,7zip,default,text,medium,10,False,104857627,14248280,0.1359,24.083283,230.2753,2.3028,False
685,7zip,default,pdf,small,10,False,12769358,9364459,0.7334,1.841336,13.7275,1.1273,False
686,7zip,fast,pdf,small,10,False,12769358,10075469,0.789,0.836438,4.9279,0.4047,False
687,zstd,fast,csv,large,10,False,524288001,101930759,0.1944,2.031169,14.724,0.0294,False
688,7zip,fast,csv,medium,10,False,104857653,21544093,0.2055,1.218795,13.479,0.1348,False
689,gzip,default,text,medium,10,False,104857627,19352518,0.1846,4.020699,29.4455,0.2945,False
690,gzip,fast,pdf,large,10,False,640849579,523533287,0.8169,19.031634,155.0897,0.2538,False
691,7zip,fast,pdf,large,10,False,640849579,499474728,0.7794,11.425781,205.0013,0.3354,False
692,7zip,fast,pdf,medium,10,False,128005509,99880525,0.7803,2.832292,42.0106,0.3441,False
693,7zip,fast,csv,small,10,False,10485765,2183261,0.2082,0.634635,1.8544,0.1854,False
694,7zip,default,csv,small,10,False,10485765,1693182,0.1615,3.437245,26.4798,2.648,False
695,zstd,default,image,medium,10,False,104855286,92184716,0.8792,1.640046,10.7587,0.1076,False
696,zstd,fast,csv,medium,10,False,104857653,21438455,0.2045,0.855835,3.2261,0.0323,False
697,gzip,fast,csv,small,10,False,10485765,2678881,0.2555,0.671006,1.2555,0.1255,False
698,zstd,fast,pdf,small,10,False,12769358,10512436,0.8233,0.6843,0.941,0.0773,False
699,gzip,fast,csv,medium,10,False,104857653,26325008,0.2511,1.622692,10.0637,0.1006,False
700,gzip,default,image,small,10,False,10487014,9233395,0.8805,1.029996,4.4229,0.4422,False
701,7zip,fast,image,medium,10,False,104855286,61003461,0.5818,2.421373,35.7047,0.3571,False
702,gzip,fast,text,small,10,False,10485805,2648092,0.2525,0.658658,1.2849,0.1285,False
703,gzip,default,image,medium,10,False,104855286,84865059,0.8094,5.077155,37.7045,0.3771,False
704,7zip,fast,text,large,10,False,524288030,96386606,0.1838,4.024388,68.0407,0.1361,False
705,gzip,default,pdf,large,10,False,640849579,521279551,0.8134,22.44117,184.3724,0.3017,False
706,gzip,default,csv,small,10,False,10485765,2408844,0.2297,0.82072,3.2084,0.3208,False
707,gzip,fast,image,large,10,False,524305254,377441426,0.7199,17.434981,141.1104,0.2822,False
708,7zip,default,image,small,10,False,10487014,7047313,0.672,1.868574,12.3091,1.2308,False
709,7zip,fast,csv,large,10,False,524288001,106283588,0.2027,3.872024,63.6511,0.1273,False
710,gzip,default,text,large,10,False,524288030,96769579,0.1846,17.830575,144.2586,0.2885,False
711,zstd,fast,image,small,10,False,10487014,9750364,0.9298,0.666159,1.0981,0.1098,False
712,zstd,default,image,large,10,False,524305254,455072678,0.868,6.229798,51.8586,0.1037,False
713,zstd,default,csv,medium,10,False,104857653,22477640,0.2144,1.035561,5.5014,0.055,False
714,gzip,default,pdf,medium,10,False,128005509,104237376,0.8143,5.03608,37.799,0.3096,False
715,7zip,fast,text,small,10,False,10485805,1927433,0.1838,0.688403,1.8828,0.1883,False
716,7zip,default,image,large,10,False,524305254,230374423,0.4394,19.503806,348.7335,0.6974,False
717,7zip,default,csv,large,10,False,524288001,81280338,0.155,31.829987,505.2927,1.0106,False
718,gzip,fast,image,medium,10,False,104855286,77544599,0.7395,4.077433,29.5789,0.2958,False
719,gzip,default,image,large,10,False,524305254,377312321,0.7196,20.435978,167.8709,0.3357,False
720,zstd,fast,image,large,10,False,524305254,486657296,0.9282,2.237764,16.5617,0.0331,False
721,zstd,fast,text,large,11,False,524288030,110516839,0.2108,2.447775,17.5078,0.035,False
722,zstd,default,pdf,large,11,False,640849579,509990233,0.7958,5.428191,45.9192,0.0751,False
723,zstd,fast,text,small,11,False,10485805,2211221,0.2109,0.685568,0.8858,0.0886,False
724,zstd,fast,pdf,large,11,False,640849579,525249837,0.8196,2.844139,22.3103,0.0365,False
725,gzip,default,text,medium,11,False,104857627,19352518,0.1846,4.06596,29.4097,0.2941,False
726,gzip,fast,pdf,large,11,False,640849579,523533287,0.8169,19.077714,154.95,0.2535,False
727,zstd,default,text,small,11,False,10485805,2193734,0.2092,0.633129,0.979,0.0979,False
728,zstd,fast,image,medium,11,False,104855286,97381960,0.9287,0.887659,3.5843,0.0358,False
729,gzip,fast,text,medium,11,False,104857627,26469188,0.2524,1.72388,9.8965,0.099,False
730,gzip,default,image,small,11,False,10487014,9233395,0.8805,1.07948,4.7667,0.4766,False
731,gzip,fast,image,medium,11,False,104855286,77544599,0.7395,4.045334,29.3064,0.2931,False
732,zstd,default,pdf,small,11,False,12769358,10250835,0.8028,0.680422,1.2103,0.0994,False
733,7zip,fast,pdf,small,11,False,12769358,10075469,0.789,0.878851,4.7591,0.3908,False
734,7zip,fast,csv,small,11,False,10485765,2183261,0.2082,0.628506,1.8239,0.1824,False
735,gzip,default,pdf,small,11,False,12769358,10474941,0.8203,1.011361,4.339,0.3563,False
736,7zip,fast,csv,large,11,False,524288001,106283588,0.2027,3.804497,63.8096,0.1276,False
737,gzip,default,csv,large,11,False,524288001,115321798,0.22,18.437204,148.8441,0.2977,False
738,zstd,default,csv,medium,11,False,104857653,22477640,0.2144,1.054604,5.5181,0.0552,False
739,zstd,default,image,small,11,False,10487014,9659926,0.9211,0.627656,1.1828,0.1183,False
740,7zip,default,text,medium,11,False,104857627,14248280,0.1359,24.452806,231.2636,2.3126,False
741,7zip,default,text,large,11,False,524288030,71234263,0.1359,35.844651,619.4987,1.239,False
742,gzip,fast,csv,small,11,False,10485765,2678881,0.2555,0.635715,1.2601,0.126,False
743,7zip,default,image,small,11,False,10487014,7047313,0.672,1.825089,12.4214,1.242,False
744,7zip,fast,image,medium,11,False,104855286,61003461,0.5818,2.438352,36.0818,0.3608,False
745,7zip,fast,pdf,medium,11,False,128005509,99880525,0.7803,2.823063,41.8362,0.3427,False
746,gzip,default,text,small,11,False,10485805,1936758,0.1847,0.864728,3.0818,0.3082,False
747,gzip,default,image,medium,11,False,104855286,84865059,0.8094,4.869042,36.8585,0.3686,False
748,7zip,default,csv,large,11,False,524288001,81280338,0.155,31.840076,504.3302,1.0087,False
749,7zip,fast,image,small,11,False,10487014,7221096,0.6886,0.867911,4.6529,0.4652,False
750,gzip,default,csv,small,11,False,10485765,2408844,0.2297,0.826206,3.1585,0.3158,False
751,gzip,fast,pdf,small,11,False,12769358,10513741,0.8234,0.81582,3.226,0.2649,False
752,7zip,default,text,small,11,False,10485805,1428321,0.1362,3.66509,27.725,2.7725,False
753,gzip,default,csv,medium,11,False,104857653,23459397,0.2237,4.238987,30.8644,0.3086,False
754,zstd,fast,csv,small,11,False,10485765,2235879,0.2132,0.619146,0.9668,0.0967,False
755,7zip,fast,text,small,11,False,10485805,1927433,0.1838,0.662412,1.8999,0.19,False
756,zstd,default,image,medium,11,False,104855286,92184716,0.8792,1.630924,10.6347,0.1063,False
757,zstd,fast,text,medium,11,False,104857627,22100237,0.2108,0.875845,3.5345,0.0353,False
758,gzip,fast,csv,medium,11,False,104857653,26325008,0.2511,1.681251,10.0748,0.1007,False
759,zstd,fast,image,small,11,False,10487014,9750364,0.9298,0.623258,0.9102,0.091,False
760,gzip,default,pdf,large,11,False,640849579,521279551,0.8134,22.444388,184.1173,0.3013,False
761,zstd,fast,csv,medium,11,False,104857653,21438455,0.2045,0.840037,3.3733,0.0337,False
762,zstd,fast,pdf,medium,11,False,128005509,105000485,0.8203,1.040079,4.9404,0.0405,False
763,7zip,default,pdf,medium,11,False,128005509,90608210,0.7078,10.45125,116.5545,0.9548,False
764,7zip,fast,image,large,11,False,524305254,279173760,0.5325,9.648173,170.4648,0.3409,False
765,gzip,fast,csv,large,11,False,524288001,129999687,0.248,6.469123,49.1763,0.0984,False
766,7zip,default,csv,medium,11,False,104857653,16377621,0.1562,20.887277,196.1288,1.9613,False
767,gzip,default,pdf,medium,11,False,128005509,104237376,0.8143,5.03822,37.6968,0.3088,False
768,7zip,default,pdf,small,11,False,12769358,9364459,0.7334,1.852041,13.6173,1.1182,False
769,zstd,fast,csv,large,11,False,524288001,101930759,0.1944,2.012409,14.6013,0.0292,False
770,gzip,fast,text,small,11,False,10485805,2648092,0.2525,0.628043,1.2275,0.1227,False
771,7zip,default,image,medium,11,False,104855286,55792680,0.5321,9.637358,101.4888,1.0149,False
772,gzip,default,text,large,11,False,524288030,96769579,0.1846,17.832295,144.8471,0.2897,False
773,7zip,fast,pdf,large,11,False,640849579,499474728,0.7794,11.494364,205.0075,0.3354,False
774,zstd,default,pdf,medium,11,False,128005509,102008755,0.7969,1.461805,9.2845,0.0761,False
775,zstd,default,csv,large,11,False,524288001,110782340,0.2113,3.269512,24.931,0.0499,False
776,7zip,default,image,large,11,False,524305254,230374423,0.4394,19.510872,349.1023,0.6982,False
777,gzip,default,image,large,11,False,524305254,377312321,0.7196,20.423021,167.718,0.3354,False
778,7zip,default,csv,small,11,False,10485765,1693182,0.1615,3.467811,26.7211,2.6721,False
779,zstd,default,image,large,11,False,524305254,455072678,0.868,6.228533,51.9633,0.1039,False
780,zstd,default,csv,small,11,False,10485765,2299741,0.2193,0.665975,1.1799,0.118,False
781,gzip,fast,pdf,medium,11,False,128005509,104689165,0.8178,4.276336,31.3668,0.2569,False
782,gzip,fast,image,small,11,False,10487014,8386057,0.7997,0.823965,3.137,0.3137,False
783,7zip,fast,text,large,11,False,524288030,96386606,0.1838,4.039322,68.0291,0.1361,False
784,7zip,default,pdf,large,11,False,640849579,451987513,0.7053,30.487671,472.3306,0.7728,False
785,gzip,fast,image,large,11,False,524305254,377441426,0.7199,17.235444,140.75,0.2815,False
786,zstd,default,text,large,11,False,524288030,109554649,0.209,3.020761,23.1283,0.0463,False
787,zstd,fast,image,large,11,False,524305254,486657296,0.9282,2.282316,16.6079,0.0332,False
788,gzip,fast,text,large,11,False,524288030,132357494,0.2525,6.645764,51.1037,0.1022,False
789,7zip,fast,text,medium,11,False,104857627,19275745,0.1838,1.276057,13.9792,0.1398,False
790,zstd,default,text,medium,11,False,104857627,21909457,0.2089,1.028752,5.1908,0.0519,False
791,zstd,fast,pdf,small,11,False,12769358,10512436,0.8233,0.650449,0.9922,0.0815,False
792,7zip,fast,csv,medium,11,False,104857653,21544093,0.2055,1.239722,13.4775,0.1348,False
793,zstd,fast,pdf,small,12,False,12769358,10512436,0.8233,0.680554,0.9556,0.0785,False
794,zstd,default,csv,medium,12,False,104857653,22477640,0.2144,1.033988,5.4211,0.0542,False
795,7zip,default,pdf,small,12,False,12769358,9364459,0.7334,1.83911,13.7204,1.1267,False
796,gzip,fast,pdf,large,12,False,640849579,523533287,0.8169,19.035124,154.6582,0.2531,False
797,zstd,fast,image,medium,12,False,104855286,97381960,0.9287,0.869951,3.4936,0.0349,False
798,7zip,default,csv,medium,12,False,104857653,16377621,0.1562,21.444426,200.089,2.0009,False
799,zstd,default,pdf,medium,12,False,128005509,102008755,0.7969,1.478071,9.3049,0.0762,False
800,zstd,default,csv,small,12,False,10485765,2299741,0.2193,0.646724,1.0425,0.1042,False
